backbone,head,variant,stage1,n_train,mediator,fold,domain,user_id,seed,srocc,plcc,ccc,eff_dof,recorded_at,experiment
qwen8b,mlp,C,mean,100,random,0,fashion,22,2,0.3437514240404608,0.34532064315391653,0.20479430718813618,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,22,2,0.17077909965089672,0.1786062150507239,0.10998322685019057,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,30,2,0.1721086459818662,0.15089506572788422,0.09752388180672301,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,30,2,0.4977652016142209,0.4966662934303385,0.4387163382592147,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,30,2,0.44803830909004844,0.4543081020081312,0.3839416816674171,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,30,2,0.6451592842457499,0.6453426803660641,0.5656563021880877,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,50,2,0.12360576511029081,0.19638661324400009,0.14070687133237572,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,50,2,0.24279703860949983,0.26057043658201356,0.18219405811864425,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,50,2,0.08286479433813818,0.2645659050121098,0.14346500902796813,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,50,2,0.1605172973764448,0.25780609259003473,0.13045871002275952,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,57,2,0.06885917765347163,-0.050516412185051304,-0.03325211332926006,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,57,2,0.011356086269687975,-0.11884068112996253,-0.09294781195206021,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,57,2,0.20131243841719593,0.1365651206237471,0.0855980198838383,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,57,2,0.13565361234881818,0.0633965478406716,0.04024200885510163,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,62,2,0.2621819563742694,0.2605331045813551,0.1467591184475485,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,62,2,0.1815181985618762,0.15991268261860858,0.1178865533347973,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,62,2,0.29024106722066634,0.330769271688967,0.17084688166410286,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,62,2,0.04132161826585786,0.12928475935186,0.08285934804727374,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,63,2,0.3624415433378928,0.3532413320117241,0.230109874323562,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,63,2,0.07336731806026796,0.10933576950846766,0.08119646214401016,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,63,2,0.20541850182565158,0.2926472463821958,0.16879859850253365,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,63,2,0.33986698393473347,0.35464121624864786,0.1593969319589141,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,79,2,0.4618312135161907,0.4948363764125713,0.4174235782917673,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,79,2,0.5857546417464364,0.6189583888476196,0.5592341219716174,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,79,2,0.4489726849978808,0.4978514219328573,0.3718692548111578,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,79,2,0.45204643683492696,0.5622315713233111,0.3683689404337384,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,80,2,0.4773272875563307,0.47519079160061767,0.2771027279498124,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,80,2,0.47453904658577206,0.4480833210407759,0.42980884600632313,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,80,2,0.3963215498853649,0.44057600382307915,0.30602373026345425,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,80,2,0.4624566690466848,0.48324985187115516,0.3237901677435433,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,85,2,0.37489874768776615,0.3596089570981057,0.21906565045421092,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,85,2,0.46851280874973433,0.4852799230985119,0.3931644365544004,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,85,2,0.37952045028221215,0.3984631707251196,0.2740677544869871,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,85,2,0.44589596626627565,0.49321895488425066,0.31509231513575975,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,86,2,0.29224544970549554,0.28041878821917177,0.15183813151100384,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,86,2,0.10897287955120172,0.10968040618888786,0.08797727686936102,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,86,2,0.18212180053552535,0.19832229966465975,0.1364126446696747,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,86,2,0.1776688224455084,0.20037168389357465,0.1430049847558086,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,98,2,0.30143449027052865,0.31740939722842537,0.17500478170371836,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,98,2,0.18333460693053646,0.2243128612902153,0.2076278011590542,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,98,2,0.22633356694958603,0.27376870005694215,0.16003850503845965,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,98,2,0.254557770158437,0.21068417766332903,0.11748436214739452,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,99,2,0.6079296053501834,0.610092381534878,0.33758260490459063,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,99,2,0.4570372542760788,0.4505874769793443,0.42712643953184853,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,99,2,0.5163653832211244,0.5603011505320862,0.39142471939877455,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,99,2,0.47325328291423746,0.5102047882050208,0.4193531765035761,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,105,2,0.2686914489183875,0.24554453080593694,0.16275267329155696,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,105,2,0.42527461454663484,0.45948812377712767,0.4177623993113055,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,105,2,0.35037786002932525,0.37592041411193333,0.30284055754068084,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,105,2,0.3300088902484407,0.3614352566261802,0.28168740942092274,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,109,2,0.547889186147022,0.5933252739589127,0.4374617001116411,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,109,2,0.4190754318753118,0.41888604873802254,0.35320745700239553,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,109,2,0.4013901446051203,0.40470736098046833,0.24048729428399898,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,109,2,0.3427601234830241,0.4230908193651533,0.30188586576844745,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,110,2,0.46074645367901695,0.4953783256400512,0.3282194247652131,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,110,2,0.2411910998707966,0.24276556046949926,0.2262343811959328,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,110,2,0.4235709454329278,0.4386184115503264,0.23926294914407534,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,110,2,0.2276500209263205,0.26339408397299857,0.19125018285496717,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,116,2,0.3142376748710147,0.393855384121987,0.25171206291909026,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,116,2,0.3722902203726177,0.39807653120202957,0.32166284892837316,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,116,2,0.42099404426097553,0.5238007055849158,0.30085382813496137,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,116,2,0.35364303909028455,0.443327072941715,0.2992297647101809,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,117,2,0.45948260708590016,0.4531007968206603,0.29507203039971147,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,117,2,0.5598530693863314,0.4877241751709203,0.44131842374734853,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,117,2,0.3074442252837947,0.37519405931879424,0.278797410382233,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,117,2,0.38313672214130573,0.40165028336166747,0.3026803421462136,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,126,2,0.2812271230771814,0.3804458642465371,0.2542280312030941,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,126,2,0.1499216084189034,0.29115274064799773,0.2558576746636044,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,126,2,0.13026301340768298,0.20713973529831967,0.11770883408224635,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,126,2,0.03400539793607577,0.20827973655454401,0.1578292754226557,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,127,2,0.2830021560315234,0.2637559205830596,0.12103774144518359,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,127,2,0.4628443523917746,0.48101869271556796,0.45367210777763417,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,127,2,0.3564913463497249,0.3329527745022776,0.2166483439012317,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,127,2,0.27799152941891875,0.3034200516506098,0.23302514016988546,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,136,2,0.5099993992363471,0.5466880653769814,0.3601275606141416,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,136,2,0.5171617609416671,0.514246126125345,0.44844562475195116,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,136,2,0.47320644527066213,0.506112492597984,0.31485450569875806,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,136,2,0.41291505803889317,0.4508504714023937,0.2475870463567862,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,144,2,0.5202171138936067,0.47734933272604535,0.18949748611184267,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,144,2,0.5317223053251976,0.5535261665110538,0.4853406704070903,,2026-08-22,table1
